term_str,n,n_chars,p,i,n_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,p2,h,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
lax,2,3,1.8075795425377693e-06,19.07750943495562,1,NN,0,lax,lax,lax,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
disregarded,2,11,1.8075795425377693e-06,19.07750943495562,1,VBN,0,disregard,disregard,disregard,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,0,0,0,-1
boredom,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,boredom,boredom,boredom,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
derision,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,deris,deris,derid,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
runaway,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,runaway,runaway,runaway,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
bloodthirsty,2,12,1.8075795425377693e-06,19.07750943495562,2,NN,0,bloodthirsti,bloodthirsti,bloodthirsty,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,0,0,0,-1
controversial,2,13,1.8075795425377693e-06,19.07750943495562,1,JJ,0,controversi,controversi,controvers,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
deplore,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,deplor,deplor,depl,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,1,0,0,-1
dubious,2,7,1.8075795425377693e-06,19.07750943495562,1,JJ,0,dubiou,dubious,duby,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,0,0,1,-1
intimidation,2,12,1.8075795425377693e-06,19.07750943495562,1,NN,0,intimid,intimid,intimid,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
aggravating,2,11,1.8075795425377693e-06,19.07750943495562,1,VBG,0,aggrav,aggrav,aggrav,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,1,0,0,-1
bee,2,3,1.8075795425377693e-06,19.07750943495562,2,NN,0,bee,bee,bee,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,0,0,0,0,0,0
weigh,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,weigh,weigh,weigh,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,0,0,0,0,0,1,0
blob,2,4,1.8075795425377693e-06,19.07750943495562,1,NN,0,blob,blob,blob,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,0,0,0,-1
dilapidated,2,11,1.8075795425377693e-06,19.07750943495562,1,VBN,0,dilapid,dilapid,dilapid,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,1,0,0,-1
unity,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,uniti,uniti,un,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
devastation,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,devast,devast,devast,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,1,1,0,-1
scorching,2,9,1.8075795425377693e-06,19.07750943495562,1,VBG,0,scorch,scorch,scorch,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
coop,2,4,1.8075795425377693e-06,19.07750943495562,1,NN,0,coop,coop,coop,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
robbery,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,robberi,robberi,robbery,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,1,0,0,-1
recommend,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,recommend,recommend,recommend,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
guidance,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,guidanc,guidanc,guid,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
saint,2,5,1.8075795425377693e-06,19.07750943495562,2,NN,0,saint,saint,saint,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,1,1,1
bloom,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,bloom,bloom,bloom,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
clash,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,clash,clash,clash,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
strife,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,strife,strife,strife,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
exhilaration,2,12,1.8075795425377693e-06,19.07750943495562,1,NN,0,exhilar,exhilar,exhil,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,1,0,1
troublesome,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,troublesom,troublesom,troublesom,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
wallow,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,wallow,wallow,wallow,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,1,0,0,-1
gullible,2,8,1.8075795425377693e-06,19.07750943495562,1,JJ,0,gullibl,gullibl,gull,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,1,-1
persecution,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,persecut,persecut,persecut,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,1,0,0,-1
grant,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,grant,grant,grant,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
senile,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,senil,senil,senil,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,1,0,0,-1
phantom,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,phantom,phantom,phantom,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,0,0,0,-1
sorrow,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,sorrow,sorrow,sorrow,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,1,0,0,-1
basketball,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,basketbal,basketbal,basketbal,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,0,1
oddity,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,odditi,odditi,od,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,1,1,0,-1
retaliate,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,retali,retali,reta,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
combative,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,comb,combat,comb,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
unspeakable,2,11,1.8075795425377693e-06,19.07750943495562,1,JJ,0,unspeak,unspeak,unspeak,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,0,0,0,-1
carol,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,carol,carol,carol,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,1,1
hangman,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,hangman,hangman,hangm,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,0,0,0,-1
cane,2,4,1.8075795425377693e-06,19.07750943495562,1,NN,0,cane,cane,can,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,0,0,0,0,0,0
academic,2,8,1.8075795425377693e-06,19.07750943495562,1,JJ,0,academ,academ,academ,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
inept,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,inept,inept,inept,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
rue,2,3,1.8075795425377693e-06,19.07750943495562,1,NN,0,rue,rue,rue,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
cautious,2,8,1.8075795425377693e-06,19.07750943495562,1,JJ,0,cautiou,cautious,cauty,6.855184233076264e-05,3.448411577719706e-05,0,1,0,1,0,0,1,0,0,1,1
fitting,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,fit,fit,fit,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
saintly,2,7,1.8075795425377693e-06,19.07750943495562,1,RB,0,saintli,saint,saint,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,1,1,1
agonizing,2,9,1.8075795425377693e-06,19.07750943495562,1,VBG,0,agon,agon,agon,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,0,0,0,-1
simmer,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,simmer,simmer,sim,6.855184233076264e-05,3.448411577719706e-05,1,1,0,0,0,0,0,0,0,0,0
pest,2,4,1.8075795425377693e-06,19.07750943495562,1,JJS,0,pest,pest,pest,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,0,0,0,-1
callous,2,7,1.8075795425377693e-06,19.07750943495562,1,JJ,0,callou,callous,cal,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
bitch,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,bitch,bitch,bitch,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,1,0,0,-1
unsatisfactory,2,14,1.8075795425377693e-06,19.07750943495562,1,NN,0,unsatisfactori,unsatisfactori,unsatisfact,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,0,0,0,-1
rod,2,3,1.8075795425377693e-06,19.07750943495562,1,NN,0,rod,rod,rod,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,0,1,0,0,1,1
befriend,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,befriend,befriend,befriend,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,1,1
competent,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,compet,compet,compet,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
oppressive,2,10,1.8075795425377693e-06,19.07750943495562,1,JJ,0,oppress,oppress,oppress,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,1,0,0,-1
austere,2,7,1.8075795425377693e-06,19.07750943495562,1,RB,0,auster,auster,aust,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,1,0,0,-1
serene,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,seren,seren,ser,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,0,0,1,-1
picnic,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,picnic,picnic,picn,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,1,1,1
momentum,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,momentum,momentum,moment,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,0,0,1,0,0,0,1
infestation,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,infest,infest,infest,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,0,0,0,-1
beer,2,4,1.8075795425377693e-06,19.07750943495562,1,NN,0,beer,beer,beer,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,0,1
privileged,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,privileg,privileg,privileg,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,1,1
rheumatism,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,rheumat,rheumat,rheum,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,1,0,0,-1
bomber,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,bomber,bomber,bomb,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,0,0,1,0,0,0
tease,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,teas,teas,teas,6.855184233076264e-05,3.448411577719706e-05,1,1,0,0,0,1,0,1,0,0,-1
defender,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,defend,defend,defend,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
disappoint,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,disappoint,disappoint,disappoint,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,1,0,0,-1
intimate,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,intim,intim,intim,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
fearing,2,7,1.8075795425377693e-06,19.07750943495562,1,VBG,0,fear,fear,fear,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,0,0,0,-1
rook,2,4,1.8075795425377693e-06,19.07750943495562,1,NN,0,rook,rook,rook,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
joyful,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,joy,joy,joy,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,1,1
unreliable,2,10,1.8075795425377693e-06,19.07750943495562,1,JJ,0,unreli,unreli,unrely,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,0,0,1,-1
bum,2,3,1.8075795425377693e-06,19.07750943495562,1,NN,0,bum,bum,bum,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,1,0,0,-1
miscarriage,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,miscarriag,miscarriag,miscarry,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,1,0,0,-1
authorization,2,13,1.8075795425377693e-06,19.07750943495562,1,NN,0,author,author,auth,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
flabby,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,flabbi,flabbi,flabby,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,0,0,0,-1
disconnected,2,12,1.8075795425377693e-06,19.07750943495562,1,VBN,0,disconnect,disconnect,disconnect,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
savor,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,savor,savor,sav,6.855184233076264e-05,3.448411577719706e-05,0,1,1,0,1,0,1,1,0,1,1
brawl,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,brawl,brawl,brawl,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,0,0,0,-1
recklessness,2,12,1.8075795425377693e-06,19.07750943495562,1,NN,0,reckless,reckless,reckless,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,0,1,0,-1
masterpiece,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,masterpiec,masterpiec,masterpiec,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,0,1
adoration,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,ador,ador,ad,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,1,1
victorious,2,10,1.8075795425377693e-06,19.07750943495562,1,JJ,0,victori,victori,vict,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,0,1
meddle,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,meddl,meddl,meddl,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
furor,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,furor,furor,fur,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
deceiving,2,9,1.8075795425377693e-06,19.07750943495562,1,VBG,0,deceiv,deceiv,deceiv,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,0,0,1,-1
lettered,2,8,1.8075795425377693e-06,19.07750943495562,1,VBN,0,letter,letter,let,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,0,0,1,0,0,1,1
enchanting,2,10,1.8075795425377693e-06,19.07750943495562,1,VBG,0,enchant,enchant,ench,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,0,1
distressing,2,11,1.8075795425377693e-06,19.07750943495562,1,VBG,0,distress,distress,distress,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
taint,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,taint,taint,taint,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
dreadfully,2,10,1.8075795425377693e-06,19.07750943495562,1,RB,0,dread,dread,dread,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,1,1,0,-1
incase,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,incas,incas,incas,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,1,0,0,-1
nettle,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,nettl,nettl,nettl,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
squeamish,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,squeamish,squeamish,squeam,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,0,0,0,-1
sacrifices,2,10,1.8075795425377693e-06,19.07750943495562,1,NNS,0,sacrific,sacrific,sacr,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,1,0,0,-1
indestructible,2,14,1.8075795425377693e-06,19.07750943495562,1,JJ,0,indestruct,indestruct,indestruct,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
carcass,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,carcass,carcass,carcass,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,1,0,0,-1
director,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,director,director,direct,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
onerous,2,7,1.8075795425377693e-06,19.07750943495562,1,JJ,0,oner,oner,on,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,1,0,0,-1
destructive,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,destruct,destruct,destruct,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,0,0,0,-1
messy,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,messi,messi,messy,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,0,0,0,-1
repress,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,repress,repress,repress,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
bride,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,bride,bride,brid,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
sorrowful,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,sorrow,sorrow,sorrow,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
mule,2,4,1.8075795425377693e-06,19.07750943495562,2,NN,0,mule,mule,mul,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,1,-1
slay,2,4,1.8075795425377693e-06,19.07750943495562,1,NN,0,slay,slay,slay,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
injure,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,injur,injur,ind,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,1,0,0,-1
assembly,2,8,1.8075795425377693e-06,19.07750943495562,1,RB,0,assembl,assembl,assembl,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
crazed,2,6,1.8075795425377693e-06,19.07750943495562,1,VBN,0,craze,craze,craz,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
penetration,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,penetr,penetr,penet,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
engaged,2,7,1.8075795425377693e-06,19.07750943495562,1,VBN,0,engag,engag,eng,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
delightful,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,delight,delight,delight,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
restorative,2,11,1.8075795425377693e-06,19.07750943495562,2,JJ,0,restor,restor,rest,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
cheerfulness,2,12,1.8075795425377693e-06,19.07750943495562,1,NN,0,cheer,cheer,che,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,1,1
retaliatory,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,retaliatori,retaliatori,reta,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
intrusion,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,intrus,intrus,intrud,6.855184233076264e-05,3.448411577719706e-05,0,0,0,1,0,1,0,0,0,0,-1
ridicule,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,ridicul,ridicul,ridic,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,1,0,0,-1
delusional,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,delusion,delusion,delud,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
brighten,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,brighten,brighten,bright,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,1,1,1
ghastly,2,7,1.8075795425377693e-06,19.07750943495562,1,RB,0,ghastli,ghast,ghast,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,0,0,0,-1
illumination,2,12,1.8075795425377693e-06,19.07750943495562,1,NN,0,illumin,illumin,illumin,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,1,1,1
consternation,2,13,1.8075795425377693e-06,19.07750943495562,1,NN,0,constern,constern,constern,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
affliction,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,afflict,afflict,afflict,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,1,0,0,-1
doctor,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,doctor,doctor,doct,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
grievous,2,8,1.8075795425377693e-06,19.07750943495562,1,JJ,0,grievou,grievous,griev,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,1,0,0,-1
whine,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,whine,whine,whin,6.855184233076264e-05,3.448411577719706e-05,0,0,1,0,0,1,0,1,0,0,-1
closeness,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,close,close,clos,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,1,1
vigorous,2,8,1.8075795425377693e-06,19.07750943495562,1,JJ,0,vigor,vigor,vig,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
benign,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,benign,benign,benign,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,0,1
twinkle,2,7,1.8075795425377693e-06,19.07750943495562,1,NN,0,twinkl,twinkl,twinkl,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,0,1,0,0,0,1
vehement,2,8,1.8075795425377693e-06,19.07750943495562,1,NN,0,vehement,vehement,veh,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,0,0,0,-1
helper,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,helper,helper,help,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
uncontrollable,2,14,1.8075795425377693e-06,19.07750943495562,2,"(', 'JJ', ')",0,uncontrol,uncontrol,uncontrol,6.855184233076264e-05,3.448411577719706e-05,1,1,0,0,0,1,0,0,1,0,-1
hideous,2,7,1.8075795425377693e-06,19.07750943495562,1,JJ,0,hideou,hideous,hid,6.855184233076264e-05,3.448411577719706e-05,0,0,1,1,0,1,0,1,0,0,-1
clouded,2,7,1.8075795425377693e-06,19.07750943495562,1,VBN,0,cloud,cloud,cloud,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,0,1,0,0,-1
genial,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,genial,genial,gen,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,0,1
oath,2,4,1.8075795425377693e-06,19.07750943495562,1,NN,0,oath,oath,oa,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,0,1,0,0,1,1
sordid,2,6,1.8075795425377693e-06,19.07750943495562,1,NN,0,sordid,sordid,sordid,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,1,0,1,0,0,-1
expectation,2,11,1.8075795425377693e-06,19.07750943495562,1,NN,0,expect,expect,expect,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,0,0,1,0,0,0,1
witty,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,witti,witti,witty,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,0,1
provoking,2,9,1.8075795425377693e-06,19.07750943495562,1,VBG,0,provok,provok,provok,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
tantalizing,2,11,1.8075795425377693e-06,19.07750943495562,1,VBG,0,tantal,tantal,tant,6.855184233076264e-05,3.448411577719706e-05,0,1,0,0,1,1,1,0,1,0,0
gallows,2,7,1.8075795425377693e-06,19.07750943495562,1,NNS,0,gallow,gallow,gallow,6.855184233076264e-05,3.448411577719706e-05,1,0,0,1,0,1,0,1,0,0,-1
encourage,2,9,1.8075795425377693e-06,19.07750943495562,1,NN,0,encourag,encourag,enco,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,1,0,1,0,0,1,1
gruff,2,5,1.8075795425377693e-06,19.07750943495562,1,NN,0,gruff,gruff,gruff,6.855184233076264e-05,3.448411577719706e-05,1,0,1,0,0,1,0,0,0,0,-1
standstill,2,10,1.8075795425377693e-06,19.07750943495562,1,NN,0,standstil,standstil,standstil,6.855184233076264e-05,3.448411577719706e-05,1,0,0,0,0,1,0,0,0,0,-1
immovable,2,9,1.8075795425377693e-06,19.07750943495562,1,JJ,0,immov,immov,immov,6.855184233076264e-05,3.448411577719706e-05,0,0,0,0,0,1,1,0,0,1,0
instinctive,2,11,1.8075795425377693e-06,19.07750943495562,1,JJ,0,instinct,instinct,instinct,6.855184233076264e-05,3.448411577719706e-05,1,0,1,1,0,0,1,0,0,0,1
