term_str,n,n_chars,p,i,n_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,p2,h,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
court,19,5,1.7172005654108808e-05,15.829581921512034,2,NN,0,court,court,court,0.0006512425021422451,0.0002718256702583832,1,1,0,1,0,0,0,0,0,0,0
frantic,19,7,1.7172005654108808e-05,15.829581921512034,1,JJ,0,frantic,frantic,frant,0.0006512425021422451,0.0002718256702583832,0,1,1,1,0,1,0,0,1,0,-1
despair,19,7,1.7172005654108808e-05,15.829581921512034,1,NN,0,despair,despair,despair,0.0006512425021422451,0.0002718256702583832,1,0,1,1,0,1,0,1,0,0,-1
brutal,19,6,1.7172005654108808e-05,15.829581921512034,1,NN,0,brutal,brutal,brut,0.0006512425021422451,0.0002718256702583832,1,0,0,1,0,1,0,0,0,0,-1
lonely,19,6,1.7172005654108808e-05,15.829581921512034,1,RB,0,lone,lone,lon,0.0006512425021422451,0.0002718256702583832,1,0,1,1,0,1,0,1,0,0,-1
bizarre,19,7,1.7172005654108808e-05,15.829581921512034,1,NN,0,bizarr,bizarr,bizar,0.0006512425021422451,0.0002718256702583832,0,0,0,0,0,1,0,0,1,0,-1
award,19,5,1.7172005654108808e-05,15.829581921512034,1,NN,0,award,award,award,0.0006512425021422451,0.0002718256702583832,0,1,0,0,1,0,1,0,1,1,1
murderer,19,8,1.7172005654108808e-05,15.829581921512034,1,NN,0,murder,murder,murd,0.0006512425021422451,0.0002718256702583832,1,0,1,1,0,1,0,1,0,0,-1
possessed,19,9,1.7172005654108808e-05,15.829581921512034,1,VBN,0,possess,possess,possess,0.0006512425021422451,0.0002718256702583832,1,0,1,1,0,1,0,0,0,0,-1
united,19,6,1.7172005654108808e-05,15.829581921512034,2,JJ,0,unit,unit,unit,0.0006512425021422451,0.0002718256702583832,0,0,0,0,0,0,1,0,0,1,1
crime,19,5,1.7172005654108808e-05,15.829581921512034,2,NN,0,crime,crime,crim,0.0006512425021422451,0.0002718256702583832,1,0,0,0,0,1,0,0,0,0,-1
poke,19,4,1.7172005654108808e-05,15.829581921512034,1,NN,0,poke,poke,pok,0.0006512425021422451,0.0002718256702583832,0,1,0,0,0,1,0,0,0,0,-1
cruel,19,5,1.7172005654108808e-05,15.829581921512034,1,NN,0,cruel,cruel,cruel,0.0006512425021422451,0.0002718256702583832,1,0,1,1,0,1,0,1,0,0,-1
gnome,19,5,1.7172005654108808e-05,15.829581921512034,2,NN,0,gnome,gnome,gnom,0.0006512425021422451,0.0002718256702583832,1,0,1,1,0,1,0,0,0,0,-1
peace,19,5,1.7172005654108808e-05,15.829581921512034,1,NN,0,peac,peac,peac,0.0006512425021422451,0.0002718256702583832,0,1,0,0,1,0,1,0,0,1,1
invite,19,6,1.7172005654108808e-05,15.829581921512034,1,NN,0,invit,invit,invit,0.0006512425021422451,0.0002718256702583832,0,1,0,0,1,0,1,0,1,1,1
uneasy,19,6,1.7172005654108808e-05,15.829581921512034,1,JJ,0,uneasi,uneasi,uneasy,0.0006512425021422451,0.0002718256702583832,0,0,1,1,0,1,0,0,0,0,-1
hiss,18,4,1.6268215882839926e-05,15.907584433513307,1,NN,0,hiss,hiss,hiss,0.0006169665809768638,0.0002587880177388983,1,0,0,1,0,1,0,0,0,0,-1
punished,18,8,1.6268215882839926e-05,15.907584433513307,1,VBN,0,punish,punish,pun,0.0006169665809768638,0.0002587880177388983,1,1,1,1,0,1,0,1,0,0,-1
armed,18,5,1.6268215882839926e-05,15.907584433513307,1,VBN,0,arm,arm,arm,0.0006169665809768638,0.0002587880177388983,1,0,0,1,0,1,1,0,0,0,0
precious,18,8,1.6268215882839926e-05,15.907584433513307,1,JJ,0,preciou,precious,precy,0.0006169665809768638,0.0002587880177388983,0,1,0,0,1,0,1,0,1,0,1
convince,18,8,1.6268215882839926e-05,15.907584433513307,1,NN,0,convinc,convinc,convint,0.0006169665809768638,0.0002587880177388983,0,1,0,0,0,0,1,0,0,1,1
confusion,18,9,1.6268215882839926e-05,15.907584433513307,1,NN,0,confus,confus,confus,0.0006169665809768638,0.0002587880177388983,1,0,0,1,0,1,0,0,0,0,-1
wan,18,3,1.6268215882839926e-05,15.907584433513307,2,NN,0,wan,wan,wan,0.0006169665809768638,0.0002587880177388983,0,0,0,1,0,1,0,1,0,0,-1
insult,18,6,1.6268215882839926e-05,15.907584433513307,1,NN,0,insult,insult,insult,0.0006169665809768638,0.0002587880177388983,1,0,1,0,0,1,0,1,1,0,-1
sneer,18,5,1.6268215882839926e-05,15.907584433513307,1,NN,0,sneer,sneer,sne,0.0006169665809768638,0.0002587880177388983,1,0,1,0,0,1,0,0,0,0,-1
astonishment,18,12,1.6268215882839926e-05,15.907584433513307,1,NN,0,astonish,astonish,aston,0.0006169665809768638,0.0002587880177388983,0,0,0,0,1,0,1,0,1,0,1
pus,18,3,1.6268215882839926e-05,15.907584433513307,1,NN,0,pu,pus,pus,0.0006169665809768638,0.0002587880177388983,0,0,1,0,0,1,0,0,0,0,-1
antidote,18,8,1.6268215882839926e-05,15.907584433513307,1,NN,0,antidot,antidot,antidot,0.0006169665809768638,0.0002587880177388983,0,1,0,0,0,0,1,0,0,1,1
howl,18,4,1.6268215882839926e-05,15.907584433513307,1,NN,0,howl,howl,howl,0.0006169665809768638,0.0002587880177388983,1,0,1,1,0,1,0,1,1,0,-1
exciting,18,8,1.6268215882839926e-05,15.907584433513307,1,VBG,0,excit,excit,excit,0.0006169665809768638,0.0002587880177388983,0,1,0,0,1,0,1,0,1,0,1
jerk,18,4,1.6268215882839926e-05,15.907584433513307,1,NN,0,jerk,jerk,jerk,0.0006169665809768638,0.0002587880177388983,1,0,0,0,0,0,0,0,1,0,0
believing,18,9,1.6268215882839926e-05,15.907584433513307,1,VBG,0,believ,believ,believ,0.0006169665809768638,0.0002587880177388983,0,0,0,0,0,0,1,0,0,1,1
filth,18,5,1.6268215882839926e-05,15.907584433513307,2,NN,0,filth,filth,fil,0.0006169665809768638,0.0002587880177388983,0,0,1,0,0,1,0,0,0,0,-1
noisy,18,5,1.6268215882839926e-05,15.907584433513307,1,NN,0,noisi,noisi,noisy,0.0006169665809768638,0.0002587880177388983,1,0,0,0,0,1,0,0,0,0,-1
glory,18,5,1.6268215882839926e-05,15.907584433513307,1,NN,0,glori,glori,glory,0.0006169665809768638,0.0002587880177388983,0,1,0,0,1,0,1,0,0,1,1
frustration,18,11,1.6268215882839926e-05,15.907584433513307,1,NN,0,frustrat,frustrat,frust,0.0006169665809768638,0.0002587880177388983,1,0,0,0,0,1,0,0,0,0,-1
wasting,17,7,1.536442611157104e-05,15.99004659370528,1,VBG,0,wast,wast,wast,0.0005826906598114824,0.00024567788940956295,0,0,1,1,0,1,0,1,0,0,-1
glare,17,5,1.536442611157104e-05,15.99004659370528,1,NN,0,glare,glare,glar,0.0005826906598114824,0.00024567788940956295,1,0,0,1,0,1,0,0,0,0,-1
explosion,17,9,1.536442611157104e-05,15.99004659370528,1,NN,0,explos,explos,explod,0.0005826906598114824,0.00024567788940956295,0,0,0,1,0,1,0,0,1,0,-1
caution,17,7,1.536442611157104e-05,15.99004659370528,1,NN,0,caution,caution,caut,0.0005826906598114824,0.00024567788940956295,1,1,0,1,0,1,0,0,0,0,-1
sinister,17,8,1.536442611157104e-05,15.99004659370528,1,NN,0,sinist,sinist,sin,0.0005826906598114824,0.00024567788940956295,1,0,1,1,0,1,0,0,0,0,-1
departure,17,9,1.536442611157104e-05,15.99004659370528,1,NN,0,departur,departur,depart,0.0005826906598114824,0.00024567788940956295,0,0,0,0,0,1,0,1,0,0,-1
resigned,17,8,1.536442611157104e-05,15.99004659370528,2,VBD,0,resign,resign,resign,0.0005826906598114824,0.00024567788940956295,0,0,0,0,0,1,0,1,0,0,-1
prison,17,6,1.536442611157104e-05,15.99004659370528,1,NN,0,prison,prison,prison,0.0005826906598114824,0.00024567788940956295,1,0,0,1,0,1,0,1,0,0,-1
freedom,17,7,1.536442611157104e-05,15.99004659370528,1,NN,0,freedom,freedom,freedom,0.0005826906598114824,0.00024567788940956295,0,0,0,0,1,0,1,0,0,1,1
importance,17,10,1.536442611157104e-05,15.99004659370528,1,NN,0,import,import,import,0.0005826906598114824,0.00024567788940956295,0,1,0,0,0,0,1,0,0,0,1
arrogant,17,8,1.536442611157104e-05,15.99004659370528,1,JJ,0,arrog,arrog,arrog,0.0005826906598114824,0.00024567788940956295,1,0,1,0,0,1,0,0,0,0,-1
sunk,17,4,1.536442611157104e-05,15.99004659370528,1,NN,0,sunk,sunk,sunk,0.0005826906598114824,0.00024567788940956295,0,0,1,1,0,1,0,1,0,0,-1
stroke,17,6,1.536442611157104e-05,15.99004659370528,1,NN,0,stroke,stroke,stroke,0.0005826906598114824,0.00024567788940956295,0,0,0,1,0,1,0,1,0,0,-1
scum,17,4,1.536442611157104e-05,15.99004659370528,1,NN,0,scum,scum,scum,0.0005826906598114824,0.00024567788940956295,0,0,1,0,0,1,0,0,0,0,-1
disgruntled,17,11,1.536442611157104e-05,15.99004659370528,1,VBN,0,disgruntl,disgruntl,disgruntl,0.0005826906598114824,0.00024567788940956295,1,0,1,0,0,1,0,1,0,0,-1
jealous,17,7,1.536442611157104e-05,15.99004659370528,2,JJ,0,jealou,jealous,jeal,0.0005826906598114824,0.00024567788940956295,1,0,1,0,0,1,0,0,0,0,-1
resentful,17,9,1.536442611157104e-05,15.99004659370528,1,NN,0,resent,resent,res,0.0005826906598114824,0.00024567788940956295,1,0,0,0,0,1,0,0,0,0,-1
police,17,6,1.536442611157104e-05,15.99004659370528,1,NNS,0,polic,polic,pol,0.0005826906598114824,0.00024567788940956295,0,0,0,1,0,0,1,0,0,1,1
rack,17,4,1.536442611157104e-05,15.99004659370528,1,NN,0,rack,rack,rack,0.0005826906598114824,0.00024567788940956295,0,0,0,0,0,1,0,1,0,0,-1
poisonous,17,9,1.536442611157104e-05,15.99004659370528,1,JJ,0,poison,poison,poison,0.0005826906598114824,0.00024567788940956295,1,0,1,1,0,1,0,1,0,0,-1
responsible,16,11,1.4460636340302155e-05,16.07750943495562,1,JJ,0,respons,respons,respons,0.0005484147386461011,0.00023249101719666999,0,0,0,0,0,0,1,0,0,1,1
traitor,16,7,1.4460636340302155e-05,16.07750943495562,2,NN,0,traitor,traitor,trait,0.0005484147386461011,0.00023249101719666999,1,0,1,1,0,1,0,1,0,0,-1
suspicion,16,9,1.4460636340302155e-05,16.07750943495562,1,NN,0,suspicion,suspicion,susp,0.0005484147386461011,0.00023249101719666999,0,0,0,1,0,1,0,0,0,0,-1
rescue,16,6,1.4460636340302155e-05,16.07750943495562,1,NN,0,rescu,rescu,rescu,0.0005484147386461011,0.00023249101719666999,0,1,0,0,1,0,1,0,1,1,1
gain,16,4,1.4460636340302155e-05,16.07750943495562,1,NN,0,gain,gain,gain,0.0005484147386461011,0.00023249101719666999,0,1,0,0,1,0,1,0,0,0,1
liking,16,6,1.4460636340302155e-05,16.07750943495562,1,VBG,0,like,like,lik,0.0005484147386461011,0.00023249101719666999,0,0,0,0,1,0,1,0,0,1,1
determination,16,13,1.4460636340302155e-05,16.07750943495562,1,NN,0,determin,determin,determin,0.0005484147386461011,0.00023249101719666999,0,0,0,0,0,0,1,0,0,1,1
deserve,16,7,1.4460636340302155e-05,16.07750943495562,1,NN,0,deserv,deserv,deserv,0.0005484147386461011,0.00023249101719666999,1,1,0,0,0,0,1,0,0,1,1
stab,16,4,1.4460636340302155e-05,16.07750943495562,1,NN,0,stab,stab,stab,0.0005484147386461011,0.00023249101719666999,1,0,0,1,0,1,0,1,1,0,-1
rumor,16,5,1.4460636340302155e-05,16.07750943495562,1,NN,0,rumor,rumor,rum,0.0005484147386461011,0.00023249101719666999,0,0,0,0,0,1,0,1,0,0,-1
screech,16,7,1.4460636340302155e-05,16.07750943495562,1,NN,0,screech,screech,screech,0.0005484147386461011,0.00023249101719666999,0,0,0,1,0,1,0,0,1,0,-1
obey,16,4,1.4460636340302155e-05,16.07750943495562,1,NN,0,obey,obey,obey,0.0005484147386461011,0.00023249101719666999,0,0,0,1,0,0,0,0,0,1,0
venom,16,5,1.4460636340302155e-05,16.07750943495562,1,NN,0,venom,venom,venom,0.0005484147386461011,0.00023249101719666999,1,0,1,1,0,1,0,0,0,0,-1
dirt,16,4,1.4460636340302155e-05,16.07750943495562,1,NN,0,dirt,dirt,dirt,0.0005484147386461011,0.00023249101719666999,0,0,1,0,0,1,0,0,0,0,-1
success,16,7,1.4460636340302155e-05,16.07750943495562,1,NN,0,success,success,success,0.0005484147386461011,0.00023249101719666999,0,1,0,0,1,0,1,0,0,0,1
swig,16,4,1.4460636340302155e-05,16.07750943495562,1,NN,0,swig,swig,swig,0.0005484147386461011,0.00023249101719666999,0,0,1,0,0,1,0,0,0,0,-1
lace,16,4,1.4460636340302155e-05,16.07750943495562,1,NN,0,lace,lace,lac,0.0005484147386461011,0.00023249101719666999,1,0,0,1,0,1,1,1,0,1,0
worthy,16,6,1.4460636340302155e-05,16.07750943495562,2,NN,0,worthi,worthi,worthy,0.0005484147386461011,0.00023249101719666999,0,0,0,0,0,0,1,0,0,1,1
injury,16,6,1.4460636340302155e-05,16.07750943495562,1,NN,0,injuri,injuri,injury,0.0005484147386461011,0.00023249101719666999,1,0,0,1,0,1,0,1,0,0,-1
vivid,16,5,1.4460636340302155e-05,16.07750943495562,1,NN,0,vivid,vivid,vivid,0.0005484147386461011,0.00023249101719666999,0,0,0,0,1,0,1,0,0,0,1
outstanding,16,11,1.4460636340302155e-05,16.07750943495562,3,"NN', 'NNP', 'NN",0,outstand,outstand,outstand,0.0005484147386461011,0.00023249101719666999,0,0,0,0,1,1,1,0,0,0,0
tough,16,5,1.4460636340302155e-05,16.07750943495562,1,JJ,0,tough,tough,tough,0.0005484147386461011,0.00023249101719666999,0,0,0,0,0,1,0,1,0,0,-1
facts,16,5,1.4460636340302155e-05,16.07750943495562,1,NNS,0,fact,fact,fact,0.0005484147386461011,0.00023249101719666999,0,0,0,0,0,0,1,0,0,1,1
apprehensive,16,12,1.4460636340302155e-05,16.07750943495562,1,JJ,0,apprehens,apprehens,apprehend,0.0005484147386461011,0.00023249101719666999,0,1,0,1,0,1,0,0,0,0,-1
highest,16,7,1.4460636340302155e-05,16.07750943495562,1,JJS,0,highest,highest,highest,0.0005484147386461011,0.00023249101719666999,0,1,0,1,1,1,1,0,1,0,0
lynch,16,5,1.4460636340302155e-05,16.07750943495562,1,NNP,0,lynch,lynch,lynch,0.0005484147386461011,0.00023249101719666999,1,0,1,1,0,1,0,1,0,0,-1
remorse,16,7,1.4460636340302155e-05,16.07750943495562,1,NN,0,remors,remors,remors,0.0005484147386461011,0.00023249101719666999,0,0,0,0,0,1,0,1,0,0,-1
delicious,16,9,1.4460636340302155e-05,16.07750943495562,1,JJ,0,delici,delici,delicy,0.0005484147386461011,0.00023249101719666999,0,0,0,0,1,0,1,0,0,0,1
indignation,16,11,1.4460636340302155e-05,16.07750943495562,1,NN,0,indign,indign,indign,0.0005484147386461011,0.00023249101719666999,1,0,1,0,0,1,0,0,0,0,-1
reward,16,6,1.4460636340302155e-05,16.07750943495562,1,NN,0,reward,reward,reward,0.0005484147386461011,0.00023249101719666999,0,1,0,0,1,0,1,0,1,1,1
suppress,16,8,1.4460636340302155e-05,16.07750943495562,1,NN,0,suppress,suppress,suppress,0.0005484147386461011,0.00023249101719666999,1,0,0,1,0,1,0,1,0,0,-1
moan,15,4,1.355684656903327e-05,16.1706188393471,1,NN,0,moan,moan,moan,0.0005141388174807198,0.0002192225985313475,0,0,0,1,0,0,0,1,0,0,0
title,15,5,1.355684656903327e-05,16.1706188393471,1,NN,0,titl,titl,titl,0.0005141388174807198,0.0002192225985313475,0,0,0,0,0,0,1,0,0,1,1
gratitude,15,9,1.355684656903327e-05,16.1706188393471,1,NN,0,gratitud,gratitud,gratitud,0.0005141388174807198,0.0002192225985313475,0,0,0,0,1,0,1,0,0,0,1
blindly,15,7,1.355684656903327e-05,16.1706188393471,1,RB,0,blindli,blind,blind,0.0005141388174807198,0.0002192225985313475,0,0,0,0,0,1,0,1,0,0,-1
loathing,15,8,1.355684656903327e-05,16.1706188393471,1,VBG,0,loath,loath,loath,0.0005141388174807198,0.0002192225985313475,0,0,1,0,0,1,0,0,0,0,-1
frighten,15,8,1.355684656903327e-05,16.1706188393471,1,NNS,0,frighten,frighten,fright,0.0005141388174807198,0.0002192225985313475,0,0,0,1,0,1,0,1,1,0,-1
victim,15,6,1.355684656903327e-05,16.1706188393471,1,NN,0,victim,victim,victim,0.0005141388174807198,0.0002192225985313475,1,0,0,1,0,1,0,1,0,0,-1
serve,15,5,1.355684656903327e-05,16.1706188393471,1,NN,0,serv,serv,serv,0.0005141388174807198,0.0002192225985313475,0,0,0,0,0,1,0,0,0,1,-1
disapproving,15,12,1.355684656903327e-05,16.1706188393471,1,VBG,0,disapprov,disapprov,disapprov,0.0005141388174807198,0.0002192225985313475,1,0,1,0,0,1,0,1,0,0,-1
electric,15,8,1.355684656903327e-05,16.1706188393471,1,JJ,0,electr,electr,elect,0.0005141388174807198,0.0002192225985313475,0,0,0,0,1,0,1,0,1,0,1
aghast,15,6,1.355684656903327e-05,16.1706188393471,1,NN,0,aghast,aghast,aghast,0.0005141388174807198,0.0002192225985313475,0,0,1,1,0,1,0,0,1,0,-1
shoot,15,5,1.355684656903327e-05,16.1706188393471,1,NN,0,shoot,shoot,shoot,0.0005141388174807198,0.0002192225985313475,1,0,0,1,0,1,0,0,0,0,-1
fate,15,4,1.355684656903327e-05,16.1706188393471,1,NN,0,fate,fate,fat,0.0005141388174807198,0.0002192225985313475,0,1,0,0,0,1,0,0,0,0,-1
bless,15,5,1.355684656903327e-05,16.1706188393471,1,NN,0,bless,bless,bless,0.0005141388174807198,0.0002192225985313475,0,1,0,0,1,0,1,0,0,1,1
committed,15,9,1.355684656903327e-05,16.1706188393471,1,VBN,0,commit,commit,commit,0.0005141388174807198,0.0002192225985313475,0,0,0,0,0,0,1,0,0,1,1
hunting,15,7,1.355684656903327e-05,16.1706188393471,1,VBG,0,hunt,hunt,hunt,0.0005141388174807198,0.0002192225985313475,1,1,0,1,0,1,0,0,0,0,-1
coward,15,6,1.355684656903327e-05,16.1706188393471,1,NN,0,coward,coward,coward,0.0005141388174807198,0.0002192225985313475,0,0,1,1,0,1,0,1,0,0,-1
youth,15,5,1.355684656903327e-05,16.1706188393471,1,NN,0,youth,youth,you,0.0005141388174807198,0.0002192225985313475,1,1,0,1,1,0,1,0,1,0,1
unfortunate,15,11,1.355684656903327e-05,16.1706188393471,1,NN,0,unfortun,unfortun,unfortun,0.0005141388174807198,0.0002192225985313475,0,0,0,0,0,1,0,1,0,0,-1
adventure,15,9,1.355684656903327e-05,16.1706188393471,1,NN,0,adventur,adventur,adv,0.0005141388174807198,0.0002192225985313475,0,1,0,0,0,0,1,0,0,0,1
misery,15,6,1.355684656903327e-05,16.1706188393471,1,NN,0,miseri,miseri,misery,0.0005141388174807198,0.0002192225985313475,1,0,1,1,0,1,0,1,0,0,-1
agitated,15,8,1.355684656903327e-05,16.1706188393471,1,VBN,0,agit,agit,agit,0.0005141388174807198,0.0002192225985313475,1,0,0,0,0,1,0,0,0,0,-1
revenge,15,7,1.355684656903327e-05,16.1706188393471,1,NN,0,reveng,reveng,reveng,0.0005141388174807198,0.0002192225985313475,1,1,0,1,0,1,0,0,1,0,-1
irritable,15,9,1.355684656903327e-05,16.1706188393471,1,JJ,0,irrit,irrit,irrit,0.0005141388174807198,0.0002192225985313475,1,0,0,0,0,1,0,0,0,0,-1
guide,15,5,1.355684656903327e-05,16.1706188393471,2,NNP,0,guid,guid,guid,0.0005141388174807198,0.0002192225985313475,0,0,0,0,0,0,1,0,0,1,1
unhappy,15,7,1.355684656903327e-05,16.1706188393471,1,JJ,0,unhappi,unhappi,unhappy,0.0005141388174807198,0.0002192225985313475,1,0,1,0,0,1,0,1,0,0,-1
shrill,15,6,1.355684656903327e-05,16.1706188393471,1,NN,0,shrill,shrill,shrill,0.0005141388174807198,0.0002192225985313475,1,0,0,1,0,1,0,0,1,0,-1
fortune,15,7,1.355684656903327e-05,16.1706188393471,1,NN,0,fortun,fortun,fortun,0.0005141388174807198,0.0002192225985313475,0,1,0,0,1,0,1,0,1,1,1
conceal,14,7,1.2653056797764385e-05,16.270154512898014,1,NN,0,conceal,conceal,cont,0.00047986289631533847,0.00020586718916010112,0,0,0,0,0,1,0,1,0,0,-1
grimy,14,5,1.2653056797764385e-05,16.270154512898014,1,NN,0,grimi,grimi,grimy,0.00047986289631533847,0.00020586718916010112,0,0,1,0,0,1,0,0,0,0,-1
haze,14,4,1.2653056797764385e-05,16.270154512898014,1,NN,0,haze,haze,haz,0.00047986289631533847,0.00020586718916010112,0,0,0,1,0,1,0,0,0,0,-1
belt,14,4,1.2653056797764385e-05,16.270154512898014,1,NN,0,belt,belt,belt,0.00047986289631533847,0.00020586718916010112,1,0,0,1,0,1,0,0,0,0,-1
hag,14,3,1.2653056797764385e-05,16.270154512898014,1,NN,0,hag,hag,hag,0.00047986289631533847,0.00020586718916010112,0,0,1,1,0,1,0,0,0,0,-1
destination,14,11,1.2653056797764385e-05,16.270154512898014,1,NN,0,destin,destin,destin,0.00047986289631533847,0.00020586718916010112,0,1,0,1,1,0,1,1,1,0,1
offended,14,8,1.2653056797764385e-05,16.270154512898014,1,VBN,0,offend,offend,offend,0.00047986289631533847,0.00020586718916010112,1,0,0,0,0,1,0,1,0,0,-1
rotting,14,7,1.2653056797764385e-05,16.270154512898014,1,VBG,0,rot,rot,rot,0.00047986289631533847,0.00020586718916010112,0,0,1,0,0,1,0,0,0,0,-1
bark,14,4,1.2653056797764385e-05,16.270154512898014,1,NN,0,bark,bark,bark,0.00047986289631533847,0.00020586718916010112,1,0,0,0,0,1,0,0,0,0,-1
outrage,14,7,1.2653056797764385e-05,16.270154512898014,1,NN,0,outrag,outrag,out,0.00047986289631533847,0.00020586718916010112,1,0,1,0,0,1,0,0,0,0,-1
impatient,14,9,1.2653056797764385e-05,16.270154512898014,1,NN,0,impati,impati,impaty,0.00047986289631533847,0.00020586718916010112,0,1,0,0,0,1,0,0,0,0,-1
confirmed,14,9,1.2653056797764385e-05,16.270154512898014,2,VBN,0,confirm,confirm,confirm,0.00047986289631533847,0.00020586718916010112,0,0,0,0,0,0,1,0,0,1,1
exasperation,14,12,1.2653056797764385e-05,16.270154512898014,1,NN,0,exasper,exasper,exasp,0.00047986289631533847,0.00020586718916010112,1,0,1,0,0,1,0,0,0,0,-1
practiced,14,9,1.2653056797764385e-05,16.270154512898014,1,VBN,0,practic,practic,pract,0.00047986289631533847,0.00020586718916010112,0,0,0,0,1,0,1,0,1,1,1
prepare,14,7,1.2653056797764385e-05,16.270154512898014,2,NN,0,prepar,prepar,prep,0.00047986289631533847,0.00020586718916010112,0,1,0,0,0,0,1,0,0,0,1
cheery,14,6,1.2653056797764385e-05,16.270154512898014,1,NN,0,cheeri,cheeri,cheery,0.00047986289631533847,0.00020586718916010112,0,1,0,0,1,0,1,0,0,0,1
diversion,14,9,1.2653056797764385e-05,16.270154512898014,1,NN,0,divers,divers,divert,0.00047986289631533847,0.00020586718916010112,0,0,0,0,0,0,1,0,1,0,1
art,14,3,1.2653056797764385e-05,16.270154512898014,1,NN,0,art,art,art,0.00047986289631533847,0.00020586718916010112,0,1,0,0,1,0,1,1,1,0,1
giggle,14,6,1.2653056797764385e-05,16.270154512898014,1,NN,0,giggl,giggl,giggl,0.00047986289631533847,0.00020586718916010112,0,0,0,0,1,0,1,0,0,0,1
educational,14,11,1.2653056797764385e-05,16.270154512898014,3,JJ,0,educ,educ,educ,0.00047986289631533847,0.00020586718916010112,0,0,0,0,0,0,1,0,0,1,1
accused,14,7,1.2653056797764385e-05,16.270154512898014,1,VBN,0,accus,accus,accus,0.00047986289631533847,0.00020586718916010112,1,0,0,1,0,1,0,0,0,0,-1
crucial,14,7,1.2653056797764385e-05,16.270154512898014,1,JJ,0,crucial,crucial,cruc,0.00047986289631533847,0.00020586718916010112,0,0,0,0,0,0,1,0,0,1,1
wail,14,4,1.2653056797764385e-05,16.270154512898014,1,NN,0,wail,wail,wail,0.00047986289631533847,0.00020586718916010112,0,0,0,1,0,1,0,1,0,0,-1
smelling,14,8,1.2653056797764385e-05,16.270154512898014,1,VBG,0,smell,smell,smel,0.00047986289631533847,0.00020586718916010112,0,0,1,0,0,1,0,0,0,0,-1
lumpy,14,5,1.2653056797764385e-05,16.270154512898014,1,NN,0,lumpi,lumpi,lumpy,0.00047986289631533847,0.00020586718916010112,0,0,1,0,0,1,0,0,0,0,-1
greeting,14,8,1.2653056797764385e-05,16.270154512898014,1,VBG,0,greet,greet,greet,0.00047986289631533847,0.00020586718916010112,0,0,0,0,0,0,1,0,1,0,1
penalty,14,7,1.2653056797764385e-05,16.270154512898014,1,NN,0,penalti,penalti,penal,0.00047986289631533847,0.00020586718916010112,1,0,0,1,0,1,0,1,0,0,-1
supporting,14,10,1.2653056797764385e-05,16.270154512898014,1,VBG,0,support,support,support,0.00047986289631533847,0.00020586718916010112,0,0,0,0,0,0,1,0,0,1,1
savage,14,6,1.2653056797764385e-05,16.270154512898014,1,NN,0,savag,savag,sav,0.00047986289631533847,0.00020586718916010112,1,0,0,1,0,1,0,0,0,0,-1
threat,14,6,1.2653056797764385e-05,16.270154512898014,1,NN,0,threat,threat,threat,0.00047986289631533847,0.00020586718916010112,1,0,0,1,0,1,0,0,0,0,-1
